舍不得衙役们众班头,1,舍不得衙役们众班头。
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,3939604.5475065955,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,3965475.595048576,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,3969165.3655246184,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3987644.081919974,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,3991988.0569327064,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,4024721.83567584,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,4037986.5689965785,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,4046326.5844961833,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,4087252.621270578,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,4100750.555188006,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,4152728.03923021,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,4198325.882119322,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,4240885.136287628,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,4321228.988166657,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,4353384.987225782,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,4391499.450153934,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,4424780.303368486,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,4430696.818174227,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,4431015.29700802,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,4438301.45877637,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,4456059.7986631775,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,4474134.299261671,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,4477181.757397201,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,4536530.631872443,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,4545501.819741896,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,4553133.859609934,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,4573890.322244806,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,4578899.042879176,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,4578899.042879176,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,4592986.063035047,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,4607732.451474131,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,4633980.362244332,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,4640119.245652879,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,4671954.005226681,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,4724604.748478004,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,4744573.96976185,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,4755132.267303571,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,4757187.293756344,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,4786359.769205503,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,4798361.572856692,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,4831982.047389215,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,4858409.05995451,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,4891136.824357974,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,4892079.272070042,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,4927297.109757549,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,4973529.56773071,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,5004212.643583293,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,5049306.631104068,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,5064905.745659846,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,5084912.095386908,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,5095960.214631689,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,5100271.103910483,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,5101125.652969716,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,5101494.919773828,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,5106778.593262308,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,5148157.308311625,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,5172439.74479197,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,5180733.798337274,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,5184589.142503051,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,5211673.193559366,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,5220244.761644208,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,5243185.458789585,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,5244131.824661731,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,5268024.458659773,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,5298792.801999575,0.2222222222222222
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,5328920.305909174,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,5332221.447533225,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,5348576.324579156,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,5353692.513059925,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,5356266.665228012,0.3333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,5369052.032780286,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,5374314.445032479,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,5383752.809226515,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,5384769.352921472,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,5398174.669771874,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,5412839.1711741425,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,5417982.894249859,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,5427163.964918388,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,5467339.101309087,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,5474256.735684546,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,5490115.862041769,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,5493229.190128828,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,5496648.939760862,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,5513030.087953713,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,5526843.284810695,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,5539273.902451283,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,5558615.095964086,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,5570494.082036887,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,5573917.701928922,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,5577141.17150677,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,5579824.049652824,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,5584287.502386966,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,5586000.482528405,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,5587728.49185989,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,5598921.640578625,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,5617222.547662978,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,5617222.547662978,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,5633788.250067907,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,5638427.685686207,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,5650341.254579461,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,5652609.818971773,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,5683704.320599617,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,5693605.681494092,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,5695608.146468855,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,5696682.067575592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,5717212.836334521,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,5739063.951381577,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,5740898.844248618,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,5759505.866205311,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,5762137.558743793,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,5772673.967939946,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,5781267.242944921,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,5819169.486098472,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,5852273.437503072,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,5853064.735391371,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,5862256.557276126,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,5863910.506063423,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,5878743.732267525,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,5883705.672358498,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,5894900.283053713,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,5898760.436961215,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,5905967.137940928,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,5910162.363033022,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,5933532.146206289,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,5941867.557714178,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,5944572.321346386,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,5949808.21921077,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,5964707.307542281,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,5972447.736937362,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,5984161.746294973,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,5984649.989286938,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,6018826.651111202,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,6020675.208549904,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,6020675.208549904,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,6023021.686148733,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,6040323.952869124,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,6064558.372420647,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,6073043.679514145,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,6079372.188498579,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,6093966.599593288,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,6098053.757698158,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,6098279.42114211,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,6101287.800752444,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,6102181.728803825,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,6104083.990723042,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,6114837.523024345,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,6117285.048914542,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,6124174.011059288,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,6132874.372496144,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,6155103.033066341,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,6161069.029204485,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,6161813.804371635,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,6162703.097698315,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,6201369.584294953,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,6203042.655558711,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,6215880.618077788,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,6219980.024740898,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,6224473.846833709,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,6224473.846833709,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,6230324.886603172,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,6231992.459910594,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,6238921.596114856,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,6261861.585833566,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,6271112.356496159,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,6285627.205389148,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,6288126.369575624,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,6300117.540386307,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,6324128.422993924,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,6324941.75069254,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,6328811.787097522,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,6330423.248595635,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,6331280.904399776,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,6331455.753074817,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,6333331.312578419,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,6338456.6173476055,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,6356768.833398563,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,6365187.989965034,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,6365960.549238153,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,6376534.944094366,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,6396026.125974343,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,6404596.195410293,0.1111111111111111
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,6435493.226372141,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,6437335.955572869,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,6438561.891846629,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,6441922.237034408,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,6449539.3895767,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,6455098.754824089,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,6461266.199301583,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,6472718.127588168,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,6475721.174372799,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,6484124.741505087,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,6494650.307289513,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,6496986.606376327,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,6528653.268077283,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,6548654.307140164,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,6552508.330800743,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,6552777.774470463,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,6562077.653579126,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,6567843.1444667075,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,6599929.56216001,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,6603629.649549714,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,6606116.857496022,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,6615145.810163769,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,6615996.705920402,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,6618615.8240211895,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,6626355.775728029,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,6670551.83115751,0.1111111111111111
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,6685739.888740421,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,6687046.490028493,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,6688698.594060046,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,6689752.862386929,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,6700207.041738924,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,6704857.105903771,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,6708283.4146682415,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,6708283.4146682415,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,6708623.271326569,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,6719907.594170606,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,6725984.180458861,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,6742887.479540111,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,6744536.442579075,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,6748550.5147302495,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,6780092.735914861,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,6786894.372489667,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,6786894.372489667,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,6810196.765761554,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,6810666.716651256,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,6828231.831648253,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,6832092.91708975,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,6855543.358980779,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,6867477.761703763,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,6871264.789857818,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,6887903.833160196,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,6888147.75576296,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,6893847.054910022,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,6896336.134718339,0.2222222222222222
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,6902418.164817285,0.0
