身不爽不由人瞌睡朦胧,0,身不爽不由人瞌睡朦胧（呃）。
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,8763484.431317322,0.3
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,8776651.844528738,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,8783381.169082649,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,8803366.31660223,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,8812373.19238327,0.2
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,8813450.098626243,0.1
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8825783.261090318,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,8829467.41178232,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,8834551.9934148,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,8856035.17103,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8888525.912976205,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,8915960.585988266,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,8937256.75775498,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,8961744.660911193,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,8969711.731139874,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,8997388.62647083,0.2
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,8998239.597909736,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,9023999.928709602,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,9026236.582413489,0.2
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,9035675.502771359,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,9064631.592890626,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,9094457.467324559,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,9118840.788165651,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,9136013.814085351,0.2
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,9216785.812692208,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,9235420.009957878,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,9252230.0196399,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,9256261.228041776,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,9264699.681740955,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,9269393.299369808,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,9278343.716109037,0.2
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,9294747.736849722,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,9303070.868632749,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9331919.736067276,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,9336978.13997098,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,9381790.657951886,0.2
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,9388281.786023652,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9430971.827098891,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,9447936.048879901,0.1
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,9491005.249320187,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,9504908.807866437,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,9519767.146813478,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,9578763.719679141,0.2
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,9587857.869907798,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,9632770.221362036,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,9652258.102151418,0.4
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9700250.9537592,0.4
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,9704072.896187125,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,9709020.665242301,0.1
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,9762123.348148255,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,9762123.348148255,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,9774563.132644255,0.1
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,9783253.060196698,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,9788855.323033644,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,9799882.784982797,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,9830176.09713418,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,9850482.459669735,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9870043.119276728,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9892629.991496816,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,9903629.65702181,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,9904759.364546422,0.2
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,9904759.364546422,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,9914558.366536595,0.4
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9926955.421082819,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9948095.074371789,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9985165.907422831,0.1
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,10015515.103796665,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,10124385.936785638,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,10148036.140549652,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,10158090.724889953,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,10158090.724889953,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,10162943.120698866,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,10178100.103279423,0.1
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10179608.626535384,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,10181057.554419361,0.3
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,10182394.745202512,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,10210739.35454485,0.3
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,10223317.316856032,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,10224807.11942778,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,10239138.35941932,0.3
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10259989.49284317,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,10288987.392140314,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,10339554.636800172,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10363683.234517245,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,10390359.068494014,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,10401585.134100746,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10407193.326439468,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,10424780.324436566,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,10429770.661785727,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,10430528.04512879,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,10432758.595818076,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10489983.68775144,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,10493969.416498825,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,10496033.531812362,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,10501635.259106692,0.3
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,10503117.236356549,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,10520855.684613407,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,10567659.832155723,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,10584630.613730712,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,10596578.297346635,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,10599699.441819059,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,10610098.58842959,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,10637868.20737347,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,10645638.449681362,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,10646900.574589312,0.2
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,10647800.862435777,0.2
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,10659337.58831902,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,10683018.653966082,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,10718494.320280327,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,10738837.574550686,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10804825.855608767,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10842028.223845698,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,10850957.503814755,0.1
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10906982.899156684,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10906982.899156684,0.3
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,10934868.512201868,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,10945488.277952839,0.2
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11045465.549585398,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,11049300.224641168,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,11083092.93777702,0.0
