舍不得太爷的恩情厚,0,舍不得太爷的恩情厚，
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,8066716.66168341,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,8092207.022847166,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,8108124.349064158,0.2222222222222222
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,8126170.99048892,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,8168297.017791781,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,8206743.347192489,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,8216411.866524707,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,8222802.742822625,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,8390759.209700033,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,8497684.243851684,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,8504116.517489428,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,8512655.281992512,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,8517599.163008302,0.2222222222222222
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,8524158.086004129,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8537784.858391918,0.2222222222222222
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,8562187.722665519,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8614979.284672493,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,8735336.993249597,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,8749964.19709656,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,8760979.3545411,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,8768630.692424878,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,8791516.874454228,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,8815193.611247553,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,8914410.829294534,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,8972992.581464928,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,8992334.736526692,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,9042946.671571827,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,9112164.590025619,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,9143183.856647879,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,9154013.161651582,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,9162028.478074795,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,9165921.5780947,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,9251535.45908787,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,9266690.431000393,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,9355660.210775346,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,9357535.95904552,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,9446645.424970163,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,9448394.017672768,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,9518131.951265423,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,9528998.02091917,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,9573877.373210834,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,9585775.331861436,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,9748072.966779362,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,9818952.641034946,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,9839222.436792992,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,9886999.51356506,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,9916539.291268803,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,9931626.314228259,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,9970596.123876762,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,9989405.895406852,0.2222222222222222
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,10031469.233807432,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,10094887.780145137,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,10149535.835513143,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,10159046.171562327,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,10221859.919444881,0.3333333333333333
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,10231163.554381084,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,10233453.018820222,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,10271651.474352315,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,10302003.921956744,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10322491.949474161,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,10328648.690547582,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,10347599.758251704,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,10359509.316181015,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,10440570.45126038,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,10448076.906494388,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,10496919.210542731,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,10519960.101559637,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,10543900.205519093,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,10543924.484150995,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,10562473.129237808,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,10673336.945074927,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,10684650.383889971,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,10691298.806378584,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,10702724.054078473,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,10707022.253387691,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,10718716.951550353,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,10722633.611459058,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,10730748.753519468,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,10735712.047031643,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10793272.968602566,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,10806459.602488676,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,10836989.144731136,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,10873835.714937929,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,10882753.491068685,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,10913967.87635986,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,10917415.672966432,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,10918950.842816629,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10926097.84081181,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10953552.00520103,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,10961844.531659989,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,10964119.700741222,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,10970488.90198926,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,10978090.426333694,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,10995901.449696178,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,10996377.457621627,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,11036687.565927457,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,11039901.434356237,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,11057100.91211079,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,11083586.801115405,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,11096333.7636853,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,11202408.29422164,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,11204798.11792338,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,11215186.227094749,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,11249047.51973874,0.3333333333333333
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,11249933.97674815,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,11249933.97674815,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,11261222.525329534,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,11267742.953130558,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,11281093.638672171,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,11301563.283339819,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,11321537.793262558,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,11336570.545043834,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,11355284.747182487,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,11380957.689609395,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,11385152.520672044,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,11395081.157747222,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,11398494.832770173,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,11426631.159366645,0.2222222222222222
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,11459393.02167346,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,11469913.283346996,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,11522064.539315958,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,11533611.473498195,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,11562788.07297982,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,11633757.266353555,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,11637289.590105994,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,11640991.570552515,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,11681857.458169505,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,11693106.341929108,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,11746477.855843326,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,11773588.610087039,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11787021.060925305,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,11792998.847576585,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,11793986.623472527,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,11828503.236214036,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,11930498.062995313,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,11949596.108953245,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,11963400.689063163,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,12004863.507705018,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,12027535.16570384,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,12073130.233243942,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,12089808.30948202,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,12098107.285701327,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,12101235.864717653,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,12102737.217654817,0.2222222222222222
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,12135507.663776584,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,12135627.442059219,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,12159388.344193814,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,12167240.962023802,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,12254401.133469285,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12269618.08161476,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,12302077.43442467,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,12362721.465466125,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,12383023.40619621,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,12450310.44016287,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,12476937.04681606,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,12479518.580697928,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,12492635.576270092,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,12506323.825610135,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,12535114.855356313,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,12595711.197859269,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,12619981.045521574,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,12623310.411915442,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,12659171.225359814,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,12662093.892589731,0.2222222222222222
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,12664164.49106716,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,12684456.584965888,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,12684456.584965888,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12684632.522010103,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,12697166.918624133,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,12727947.884605018,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,12762455.940001301,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,12773059.297551313,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,12804845.007385,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,12806542.942007875,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,12839395.517588424,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,12858847.155658763,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,12875523.084341083,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,12884240.663026296,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,12885398.585504621,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,12921493.966964897,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,12970578.978740927,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12971514.263004325,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,12976275.273566563,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,12984314.469356682,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,13081341.257699173,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,13094663.818173906,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,13104516.85707689,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,13106093.764967017,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,13134792.66770883,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,13173581.995185144,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,13186047.463151388,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,13201875.725842282,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,13241187.716596745,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,13246010.499914035,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,13246865.061205134,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,13260660.43480734,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,13270945.795573056,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,13331573.068101833,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,13381297.386549108,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,13398948.783925094,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,13418667.671920989,0.1111111111111111
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,13427693.709464278,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,13453867.905040136,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,13481742.460619664,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,13488601.1328658,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,13517781.354921442,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,13570051.98506029,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,13587101.419372872,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,13615754.789394204,0.2222222222222222
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,13618746.818639524,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,13625907.857326474,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,13625907.857326474,0.1111111111111111
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,13687876.806740062,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,13693500.684447404,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,13715286.124401685,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,13773166.429834357,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,13785909.08273356,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,13789758.96380625,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13796940.20145912,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,13842755.84528518,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,13866065.637602387,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,13907862.533254294,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,13921044.073182726,0.2222222222222222
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,13988765.491328679,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,13993970.77798163,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,13996798.767508328,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,14004292.854396014,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,14025389.14846607,0.1111111111111111
