番王小丑何足论,3,番王小丑何足论，
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,5357822.9131681519,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,5381100.6218363494,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,5397649.381229382,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,5411823.5505797267,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,5462085.0898517761,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,5469860.8598075574,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,5488112.1671035821,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,5558743.516613421,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,5620661.8903244678,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,5662827.7409143774,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,5747882.4244663678,0.0
daspd-DuShouKong-WangJiangTing.xml_0,独守空帏暗长叹，,5877634.7086524153,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,5916498.6204710286,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,6025853.758651359,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,6037400.6774156559,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,6184549.6869362323,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,6204041.5937716188,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,6223448.5668567698,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,6257582.8701544628,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,6267720.3940007724,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,6272658.399347255,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,6311286.1751660639,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,6317119.5476855086,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,6320905.089908204,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,6337154.024680404,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,6350552.5280282823,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,6350552.5280282823,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,6379765.3313850202,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,6389009.7780221058,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,6440953.9678991651,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,6449886.6872859159,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,6460382.2934310846,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,6460442.264353985,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,6466903.874956416,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,6601285.0925859567,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,6673442.0931657283,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,6683906.4894683193,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,6702893.4772499632,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,6705885.8830637112,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,6749644.8455574401,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,6757819.5852174051,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,6764868.7446234589,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,6817557.3324525021,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,6843032.6855986454,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,6851790.3998445775,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,6855678.9871457936,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,6860018.0928417426,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,6893172.4499069788,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,6900360.1783834901,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,6947329.3344707321,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,6973478.5729518346,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,7103673.3719685087,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,7199220.0618605679,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,7279427.0888191629,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,7322538.639814374,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,7340059.9146135161,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,7357843.1807595566,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,7390921.8159608953,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,7392769.4560108837,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,7398508.5662282966,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7404453.7736600284,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,7405454.7415659428,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,7432544.6534404028,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7434811.5960866408,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,7446699.2954190196,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,7473087.3306887774,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,7483514.9440134326,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,7488073.9685059069,0.14285714285714285
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,7501405.9251366742,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,7580310.855114786,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,7626978.720541887,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,7660102.6367710829,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,7665793.3002286581,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,7693981.8113922775,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,7706785.9071322447,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,7717989.1708617061,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,7734751.7819305668,0.0
daxp-JiaoZhangSheng-HongNiang.xml_1,我步步行来你步步爬。,7799331.7558296742,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,7823028.5733604524,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,7830069.6924330629,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,7831552.3275896655,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,7852602.2465685671,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,7880103.9685008163,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,7884887.5532977786,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,7896839.7242698232,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,7897668.6262192391,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,7900673.1853047302,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,7936544.5041811205,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,7941883.4906626912,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,7967448.5334700691,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,7967448.5334700691,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,8008952.169762779,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8024065.6832498237,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,8074501.906232385,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,8100698.8721555434,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,8110875.2611426571,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_0,被纠缠陡想起婚时情景，,8146813.1474374151,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,8158396.4729260104,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,8160042.1658818023,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,8176943.5811466007,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,8178120.0316205295,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,8181248.5828227364,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,8188784.3158537019,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,8195445.2850471586,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,8215274.1790198823,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,8249792.0180016439,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,8261442.3413234651,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,8265629.4986684658,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,8284019.5496226819,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8313189.9775604969,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,8342150.7259820411,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,8400832.8751472868,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,8424662.7044541351,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,8429100.7024215497,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,8467781.3111548238,0.0
daxp-GuanShiYin-TianNvSanHua.xml_1,有善才和龙女站立两厢；,8496088.1930833142,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,8524614.4601271376,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,8542682.5774674658,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,8586028.102266727,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,8587834.1865735501,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,8589728.2063513603,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,8607182.812384082,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,8635870.7614617757,0.0
danbz-KanDaWang-BaWangBieJi.xml_3,猛抬头见碧落月色清明。,8656443.1198273972,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,8756410.4084478356,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,8763228.6861536391,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,8773323.0633096769,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,8783790.0770166535,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,8795731.0865833387,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,8803969.5376099274,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,8811053.230686117,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8828266.6655583661,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,8837708.9624188337,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,8859985.6083688457,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,8861496.4793228153,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,8880590.2013224047,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,8881140.2037020475,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,8890584.4992254954,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,8895709.9984928127,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,8897281.3489539698,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,8903688.4727674481,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8904022.4251804333,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,8906488.9053967353,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8910472.6411380358,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,8926989.1103244871,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,8935258.3634760939,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8943482.6354526635,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,8957121.3151893765,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,8975417.7179783788,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,8996491.4535711017,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,9001197.8625195138,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,9076494.2742960155,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,9093793.4558007475,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,9102251.0564584546,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,9107930.9975993447,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,9116719.8641230594,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,9128858.3310334831,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9150746.2883804571,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,9199345.3239057232,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9200917.8114634808,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,9213190.6122122705,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,9245130.5481790267,0.14285714285714285
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,9249667.9874429107,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,9288336.4326739442,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,9332507.2577274535,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,9335718.542799091,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,9354689.8428190313,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,9358077.9098094981,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,9415160.9943696577,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,9471718.5664203614,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,9490635.7864990309,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,9492297.8080934621,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,9516893.1737708412,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9525758.8200112265,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,9538845.0506209545,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9547089.6185820121,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9570522.8421259746,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,9574226.2230527531,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,9590652.2397063561,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,9626738.5060504414,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9656528.4781503808,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,9685495.8562799431,0.0
daxp-ZhiJianTa-WangJiangTing.xml_9,相公你为何不歇息？,9702288.0154704228,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,9706365.7073551249,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9736897.7762763593,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,9752488.6564651802,0.14285714285714285
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,9795405.0688276403,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,9825482.7818060741,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,9834991.1804749481,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9858450.6200475004,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,9861172.3849159926,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,9874652.7160018496,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,9908392.4283663407,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,9908470.8628702778,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,9909716.4867610745,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9936662.9875816815,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9958666.3151328042,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,9985342.4592297245,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,9986034.2496226635,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,9998133.3060734142,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10028907.295527682,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,10059799.476779951,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,10083274.080728557,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,10125806.122997776,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,10173861.759190435,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,10181909.212548938,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,10189064.58916175,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10226016.169184351,0.0
