唤起我破天门壮志凌云,0,唤起我破天门状志凌云。
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,5011910.1246877769,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,5091798.1912274398,0.1
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,5102989.3017892921,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,5144730.9944905164,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,5183650.9355600467,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,5185991.0306594241,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,5210202.3618465401,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,5300066.162766356,0.1
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,5357487.904816485,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,5376217.5695968056,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,5390538.108375757,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,5448368.4135907823,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,5716750.8904204993,0.1
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,5777517.8405057453,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,5777955.0736959949,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,5792264.1258242112,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,5795257.9904844202,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,5852855.0910982369,0.1
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,5859822.1643743021,0.2
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,5896395.5730095906,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,5920826.470986113,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,5952637.5878543695,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,6093945.5185348177,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,6104350.251657499,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,6119583.8857982233,0.1
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,6134242.9330108045,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,6186272.0134391207,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,6198692.5718643079,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,6200036.9315250618,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,6229205.2767360331,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,6253639.3984368145,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,6292478.5610281778,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,6297383.8021106999,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,6362742.0067577446,0.1
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,6372064.7707400136,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,6373934.1497281343,0.1
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,6396637.1792479735,0.1
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,6405892.9180577295,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,6463004.2398820408,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,6476129.1430927832,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,6477141.9763503857,0.1
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,6477257.3854814554,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,6525834.189146488,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,6529041.5439052787,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,6536481.9086842416,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,6550804.6844362002,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,6586780.7758260295,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,6597165.5499212062,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,6614086.2326238183,0.1
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,6636470.0224992158,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,6649503.4777480317,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,6682225.4862516085,0.1
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,6686736.4168887464,0.1
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,6702207.4094445175,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,6727408.2419326063,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,6728004.8457381269,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,6833654.0528509719,0.1
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,6839335.4588114638,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,6841763.2253488125,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,6853925.1767155938,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,6854713.0509912847,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,6857475.0346020805,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,6858888.859116016,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,6863475.3216547025,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,6955096.3345744237,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,6964890.3494066736,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,6977293.8804605426,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,6995228.9863485573,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,6998215.5393230664,0.1
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,7015559.0732057998,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,7019647.4611908821,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,7025914.2884007348,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,7035105.5315142041,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,7045580.8183693504,0.1
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,7065018.2495690826,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,7080819.7294464959,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,7125069.0873326659,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,7148897.6486919541,0.1
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,7199803.5771322316,0.1
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,7202095.8545624288,0.1
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,7207664.3287993865,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,7215200.0076992605,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,7271472.7882218752,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,7311060.8673172826,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,7330627.2143250322,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,7336100.8099894198,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,7364034.5160855949,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,7389981.8071469013,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,7477838.4122499917,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7479414.9140815446,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,7485925.5012056893,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,7493067.5567646176,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,7493193.8797258865,0.1
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,7519050.0461104251,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,7560214.236620836,0.1
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,7571795.3567092111,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,7595468.4080905691,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7618127.9456177279,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,7639627.0475090649,0.1
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,7736532.9435149226,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7737541.4419035036,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,7742046.2298525935,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,7759909.5648997808,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,7762678.8645657972,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,7766304.2122595226,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,7795132.6814714912,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,7817066.7712908937,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,7818882.6928618923,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,7865656.7190867346,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,7875093.9321358372,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,7898743.9936144594,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,7914108.3999631787,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,7952360.2993113343,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,7954675.8875516281,0.1
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,8029196.1819707258,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,8033555.2606243091,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,8033555.2606243091,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,8034066.6515559759,0.1
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,8062466.5988068525,0.1
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,8103296.9389110245,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,8105147.8669421626,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,8105491.5571919484,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8106931.5902112778,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,8120051.2520960644,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8134528.3455519443,0.1
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,8204091.0219949642,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8224863.0592732411,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8263186.4016734958,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8267163.852386076,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8326123.4606323065,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8360880.3417331306,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8383309.6138058603,0.1
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,8425101.2198370639,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8444070.8738667071,0.1
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,8455548.998901777,0.1
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,8472884.8175272234,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,8515771.9947649147,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8518764.3347114362,0.1
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,8524448.9306251667,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,8539729.2127491329,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,8568623.218862338,0.1
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8571651.3005578555,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8571651.3005578555,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8572531.1012884844,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,8604860.4760820568,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8646960.646250898,0.1
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,8655569.6749365795,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,8664392.1825806014,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,8670301.1322413497,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,8714260.158895418,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,8726414.1023617405,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,8750384.7658977713,0.1
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,8764566.5491579417,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,8792154.1924369223,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,8817685.0432539657,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8838133.697125366,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,8888995.2599685937,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,8894251.0739212632,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,8907966.8401464093,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,8919622.7592803966,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,8921689.2925018594,0.1
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,8935254.5985214598,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8940179.7096255105,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8942878.2592185885,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8974681.2064984404,0.2
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8981841.3508356791,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,8999158.2528367173,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,9013669.7699244209,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9041187.8716306407,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9046660.7056843266,0.1
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,9051604.5489081703,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,9118259.846570082,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,9130000.9881748017,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,9168086.8727990463,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,9240276.1068391893,0.1
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,9264358.7447168119,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,9340331.1529859267,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,9358885.0134258252,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,9414616.93873729,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,9417808.7430530936,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9428785.9007083625,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9430716.50684404,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,9444826.1119757704,0.1
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,9459013.5237003323,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,9507198.9632552285,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,9552553.3329784684,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9562160.2257182468,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9661925.3056866117,0.1
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,9670583.4482408091,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,9697268.7383184955,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9713238.8022957928,0.1
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,9729146.609645294,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,9763287.8938009404,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,9763315.6031365171,0.1
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,9773364.5700286459,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,9840617.9375579711,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,9886384.772937607,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9900718.4928124286,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,9900896.3178306893,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,9910874.5704022497,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,9934129.9335056972,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9964287.2961328104,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,9978613.6458870694,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10025391.163921371,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,10029285.42754004,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,10029508.66020372,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,10097291.201570997,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,10115073.61442727,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10141041.736669077,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,10143539.937400915,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,10154956.897296228,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10218639.222892098,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10375720.59135413,0.0
